ASN,domains
21565,3035
8193,3033
30444,3022
12310,3021
393889,3019
3313,3018
149135,3016
6866,3016
24951,3012
39263,3012
213038,3010
749,3008
47506,3005
25893,3003
40028,2998
17098,2997
39493,2995
20804,2994
214504,2994
20792,2993
5065,2990
39887,2988
34718,2987
12570,2985
44512,2983
201577,2983
28747,2980
56059,2978
49581,2969
398826,2964
60707,2962
52000,2956
46887,2951
9070,2949
35758,2948
149545,2947
200760,2945
5385,2944
32025,2939
64286,2933
58593,2928
52511,2925
262916,2922
152510,2921
8596,2921
27482,2918
58051,2917
16298,2908
38623,2901
57707,2901
200436,2893
7381,2892
50624,2889
31655,2882
6903,2881
41678,2881
12334,2880
201525,2877
34088,2874
28990,2874
61094,2869
153528,2868
59827,2862
12912,2862
49693,2859
2665,2856
202505,2856
61236,2856
58160,2852
58788,2843
400509,2842
4765,2839
25277,2839
208626,2837
24868,2837
25795,2836
50300,2833
8468,2832
3254,2830
31493,2827
150156,2826
212396,2816
201094,2812
5577,2812
4538,2807
197033,2802
394949,2800
13789,2798
138521,2790
40994,2790
15541,2788
49791,2780
150150,2776
27382,2771
199581,2771
135752,2765
41497,2764
55960,2759
30738,2756
39798,2748
48846,2745
29132,2740
3360,2736
11357,2729
212882,2728
5607,2726
50214,2724
270439,2723
13977,2720
205570,2710
46597,2700
210878,2696
208258,2689
29670,2688
12941,2688
2675,2688
54288,2685
61414,2685
10242,2684
45187,2684
803,2680
46652,2671
4621,2670
3758,2665
36947,2658
39142,2651
148969,2650
58505,2646
31264,2644
44259,2643
15544,2641
203953,2635
200296,2632
22418,2628
262790,2624
199274,2621
202319,2621
30764,2620
7514,2618
30798,2615
16101,2614
396176,2611
8434,2607
41608,2605
139201,2604
34432,2603
15162,2602
35680,2602
149377,2601
9657,2600
203380,2599
55532,2599
33911,2598
53356,2597
26554,2596
25540,2596
12401,2596
134420,2594
201079,2591
209101,2588
39825,2586
14092,2586
201333,2583
30827,2574
14178,2571
4780,2570
4685,2568
215904,2567
41412,2564
8888,2562
141107,2560
212461,2560
134465,2559
63962,2559
55858,2557
60790,2556
16218,2552
47066,2547
13135,2545
21334,2543
21472,2540
138876,2539
31590,2537
51734,2536
49683,2536
18964,2531
135089,2530
198913,2530
211798,2529
49941,2528
14080,2526
49609,2525
208537,2522
25693,2522
35710,2521
21263,2518
25255,2518
56577,2515
23136,2514
50979,2514
13045,2513
213301,2512
197352,2510
12083,2507
47748,2507
206842,2505
50891,2504
11892,2497
197937,2494
197922,2494
55991,2493
8669,2493
204343,2491
149089,2485
6738,2485
197492,2484
13193,2483
24863,2482
213274,2478
12826,2478
2588,2476
200223,2472
205316,2469
26794,2466
216172,2465
43542,2465
31147,2457
138609,2456
25308,2450
2860,2448
204076,2445
135450,2445
12271,2445
197816,2444
9607,2442
1100,2434
19679,2433
262603,2432
9353,2430
33873,2428
12969,2426
42503,2426
62084,2423
216246,2423
8452,2422
151406,2422
198432,2420
21119,2419
35807,2416
207582,2416
51540,2414
4725,2412
29016,2407
213535,2406
29838,2405
133398,2402
11492,2400
1835,2398
44312,2397
36994,2396
12714,2395
34347,2391
133719,2389
22884,2388
133210,2382
7941,2378
56837,2377
206548,2370
4741,2369
6764,2369
60975,2366
35985,2365
11776,2365
11232,2363
15962,2362
44297,2358
205185,2356
13489,2351
212954,2351
49322,2351
4686,2347
51392,2345
9158,2341
271435,2341
49808,2338
200966,2338
42882,2334
5587,2330
61053,2329
10753,2328
25415,2327
29226,2326
57167,2324
23852,2322
39647,2322
208208,2322
213211,2321
7992,2321
133938,2320
206300,2316
9929,2314
211041,2314
9584,2313
34343,2311
200395,2311
20661,2310
400464,2307
60690,2306
2042,2305
17823,2305
12347,2303
134774,2302
55836,2301
25058,2300
2764,2300
206892,2299
52469,2298
4594,2297
20755,2295
16205,2294
23338,2293
22747,2291
9067,2290
200979,2289
48501,2288
24459,2288
210895,2287
3361,2286
135953,2285
151823,2285
199785,2284
136523,2283
25353,2280
47902,2280
63989,2280
24444,2279
10429,2275
27699,2273
14807,2272
30170,2271
29124,2265
147261,2263
215272,2263
17833,2262
6713,2258
138233,2258
202048,2255
23647,2254
138341,2252
3236,2250
206547,2249
48943,2249
13127,2247
1741,2246
48031,2246
205463,2245
28748,2243
29608,2240
16316,2239
50964,2238
210099,2236
12830,2233
215439,2233
211784,2231
7642,2231
205960,2231
7843,2229
198414,2229
48096,2229
11260,2228
17477,2227
62642,2226
5396,2225
205820,2220
4802,2220
39806,2217
8590,2215
4771,2214
15698,2213
15894,2213
54252,2209
35339,2208
43352,2207
53221,2205
27411,2203
196653,2202
62297,2199
43858,2196
9186,2193
200456,2193
56910,2188
45820,2186
5690,2186
58915,2186
150374,2186
49063,2184
397666,2183
14371,2181
394625,2178
400725,2177
43066,2175
12816,2174
216127,2174
55750,2174
30500,2173
1955,2172
46309,2172
59374,2170
200303,2165
12374,2163
3164,2161
12316,2159
6672,2155
10381,2155
33848,2154
202759,2151
32133,2149
29001,2141
35179,2138
17534,2137
39383,2136
137386,2133
43060,2133
44592,2132
149301,2130
29889,2128
203936,2127
31167,2126
56047,2122
8925,2122
46375,2120
33139,2114
31115,2114
57829,2111
989,2107
46385,2107
42490,2106
135944,2105
214000,2103
34993,2103
141584,2102
18530,2101
196695,2100
35260,2099
20886,2098
204760,2096
207843,2095
203424,2093
20655,2092
209604,2092
27659,2091
47474,2089
2165,2089
208500,2087
13999,2087
49447,2085
213394,2084
44334,2082
139293,2081
44770,2075
34171,2073
34971,2072
15763,2071
214785,2068
262787,2067
209671,2066
200185,2066
132634,2065
13022,2064
148996,2062
39700,2061
25516,2060
28978,2059
7973,2059
9031,2056
206596,2056
58282,2056
51906,2055
211713,2054
30848,2052
44569,2052
212607,2051
55799,2050
203916,2049
59092,2048
6453,2045
198012,2045
14593,2042
60439,2041
197337,2041
44820,2039
40703,2039
8943,2037
207003,2036
25593,2035
198281,2032
216058,2031
29049,2030
25785,2028
205516,2026
41480,2025
31641,2024
5403,2023
210329,2021
265656,2019
7671,2019
38107,2015
5605,2011
399486,2010
200107,2009
213224,2007
208864,2007
44493,2004
140083,2003
207992,2003
205697,2000
6821,1998
135908,1998
57866,1997
60446,1995
36086,1995
135175,1993
32489,1991
201021,1988
224,1988
7486,1985
16010,1982
47372,1981
211567,1981
43800,1976
15600,1974
61136,1974
22205,1973
64073,1973
43623,1972
47385,1970
10694,1969
1241,1968
136200,1967
7516,1964
17216,1964
42567,1963
31653,1962
7678,1961
198178,1954
29452,1953
60341,1952
197549,1952
28676,1950
52799,1949
58503,1948
3920,1948
6597,1946
17623,1945
58477,1943
20248,1943
20960,1942
51248,1942
63916,1942
272547,1940
62212,1939
215590,1937
328025,1936
209050,1934
28573,1933
14144,1931
132717,1928
6206,1928
135932,1927
53628,1927
855,1924
17547,1922
45634,1920
30060,1919
14445,1917
48137,1917
64079,1913
201909,1912
12620,1912
42447,1909
215783,1906
13409,1904
199636,1904
151774,1903
10126,1902
8896,1900
36891,1898
47196,1898
206205,1897
216285,1896
272014,1894
4007,1894
40966,1893
51783,1893
139989,1892
200858,1890
46812,1887
132300,1887
22356,1887
35369,1887
30933,1887
47585,1884
45441,1883
25180,1883
48881,1883
45287,1882
213920,1882
15415,1877
9135,1877
153300,1876
11052,1870
13984,1870
27947,1869
139337,1868
20672,1867
60950,1867
36363,1867
198479,1867
8788,1867
25512,1867
12886,1864
20751,1864
197309,1863
134756,1863
47195,1863
43366,1862
9159,1862
211306,1861
49677,1860
202521,1860
50728,1859
213717,1854
24851,1853
15693,1853
8660,1853
49157,1850
210494,1847
26467,1846
134835,1846
20406,1842
32647,1839
31742,1835
45945,1835
208951,1834
209243,1833
36916,1833
31133,1832
47833,1831
21430,1831
12775,1830
55106,1830
52423,1829
8445,1829
7470,1829
42755,1827
153523,1826
213848,1825
210220,1821
45758,1818
9007,1817
44381,1815
401163,1815
43424,1813
212192,1810
56106,1810
139080,1805
35053,1804
43289,1802
5588,1802
215292,1802
21476,1801
49985,1801
204413,1800
43847,1800
7246,1798
7459,1797
47576,1795
12329,1794
7497,1794
205220,1792
8265,1791
24956,1791
45010,1786
201857,1786
216063,1786
11734,1785
207569,1784
200239,1784
201664,1784
212860,1782
35704,1782
138069,1782
12496,1781
208226,1780
207252,1779
215659,1778
201520,1778
62282,1774
6118,1773
12926,1773
46713,1770
39378,1770
61276,1769
43503,1769
401254,1769
8251,1765
2107,1762
215358,1761
39144,1759
41230,1754
206812,1754
8732,1753
206062,1752
8953,1751
51269,1751
29863,1750
13110,1749
50522,1749
8511,1748
395412,1747
151166,1746
59395,1743
20988,1742
214413,1742
32505,1741
135629,1740
24708,1739
14589,1736
54339,1736
8587,1736
19842,1734
8351,1732
44398,1731
44489,1726
29545,1725
209737,1722
133119,1721
211014,1720
200165,1720
50917,1719
263713,1717
45570,1717
39308,1717
12907,1716
196954,1715
62086,1715
38733,1712
28660,1711
40728,1711
12946,1709
57795,1705
32751,1704
34144,1704
51758,1703
51184,1700
400529,1699
20986,1699
27229,1699
45152,1697
12070,1697
28668,1696
32472,1695
14519,1695
36354,1694
397032,1694
47872,1693
47330,1692
8542,1692
56559,1690
39931,1690
26599,1689
30036,1688
42649,1687
14742,1686
29145,1685
10489,1685
8015,1684
203280,1684
202634,1683
50621,1683
270353,1682
149042,1681
200884,1680
209554,1680
395839,1678
61102,1678
4540,1678
41369,1677
203393,1676
21341,1676
202591,1675
41943,1675
12333,1675
138767,1673
56048,1672
51870,1672
51765,1671
25070,1671
64315,1670
8280,1668
31430,1667
36483,1665
29396,1663
11403,1661
133480,1660
9021,1659
7482,1659
140586,1655
210449,1652
208264,1651
141718,1650
209805,1649
37228,1649
147003,1648
216331,1647
203939,1647
7332,1643
398343,1643
5488,1643
215148,1642
31972,1642
39519,1642
15726,1642
401605,1641
23943,1641
199419,1641
396949,1640
28195,1640
212054,1639
137643,1639
400402,1637
8319,1636
32043,1633
29085,1633
18424,1632
45037,1632
9299,1632
11432,1632
206775,1631
47890,1630
209634,1629
64445,1627
44302,1625
262672,1625
262545,1623
208685,1622
6720,1622
12897,1620
197706,1618
57037,1617
21737,1617
43652,1615
397270,1611
399883,1611
328174,1610
139180,1607
38661,1606
3327,1605
15802,1605
150862,1602
270797,1600
153671,1599
8387,1598
51580,1597
214379,1595
31554,1595
38794,1592
12460,1592
58291,1590
271048,1588
63734,1587
3737,1585
15404,1581
15691,1581
12213,1581
30830,1580
204631,1580
41733,1578
43578,1575
206002,1574
1653,1573
18126,1572
44225,1571
7590,1570
213683,1570
58377,1567
60248,1567
57168,1567
51423,1565
206216,1565
215595,1564
7057,1564
49535,1563
3212,1563
35593,1563
34420,1562
57667,1562
17841,1561
201128,1560
16350,1560
137409,1560
9303,1560
137764,1559
12605,1559
28815,1558
139457,1556
34942,1556
24309,1555
50463,1553
21581,1552
10444,1550
63447,1549
11071,1548
49453,1546
6424,1544
28768,1542
212189,1542
35937,1541
13778,1539
8554,1538
198330,1538
54555,1535
47610,1534
62048,1534
204949,1532
37916,1530
198682,1529
150756,1528
57271,1528
18526,1528
31200,1527
47549,1527
35663,1527
59504,1527
33695,1527
55361,1526
131428,1525
12422,1525
44716,1525
35372,1525
5056,1524
8728,1523
149068,1522
38091,1521
199204,1521
199724,1520
209199,1519
201536,1519
197036,1519
328699,1518
18206,1518
12182,1515
401116,1513
15372,1511
20161,1511
266886,1509
208483,1508
8255,1507
200552,1507
24589,1506
200044,1506
13684,1505
213702,1502
34156,1501
150493,1500
208450,1498
43096,1498
213637,1497
40443,1496
39479,1495
16128,1494
42724,1494
150498,1493
14935,1493
21723,1492
58294,1492
51377,1491
198967,1489
40029,1488
205588,1486
131366,1485
45926,1483
39217,1482
59147,1480
24776,1477
9729,1476
13150,1474
22903,1474
3329,1474
135152,1471
14537,1470
22394,1470
7668,1470
206087,1467
29056,1467
28589,1465
12437,1464
12512,1464
63765,1463
264041,1461
26623,1459
206231,1458
200628,1456
198385,1456
44858,1456
212921,1456
20791,1454
57487,1452
26254,1452
12392,1451
25264,1449
34863,1449
43776,1449
42689,1449
16532,1449
29042,1448
205086,1447
10725,1447
51717,1446
12296,1444
7765,1441
12989,1441
31856,1440
33925,1439
13273,1439
206123,1438
213222,1438
21283,1438
63567,1438
15796,1437
43892,1437
140449,1436
215411,1435
8283,1435
29752,1434
132046,1432
211664,1430
39737,1429
28760,1429
265794,1429
24953,1429
35062,1427
200904,1426
50520,1425
140443,1425
2033,1425
31624,1425
42216,1423
209828,1422
15692,1422
61351,1421
6752,1419
56308,1417
205952,1417
31197,1416
28682,1416
39823,1413
41405,1411
10879,1409
63895,1408
36137,1407
32915,1407
198584,1406
213840,1406
47493,1404
19429,1402
202757,1402
30902,1401
207758,1400
26827,1400
152711,1400
44585,1399
401371,1398
135359,1398
50482,1397
203810,1396
205179,1395
58539,1394
151837,1391
202520,1391
150698,1390
57692,1389
59094,1389
25019,1387
24400,1387
10634,1387
24651,1386
39202,1385
25668,1385
8937,1385
25467,1384
52092,1384
141302,1384
8285,1384
266190,1383
4657,1383
6619,1383
8167,1383
45426,1381
47264,1380
209974,1380
5394,1379
51210,1379
200081,1378
44515,1378
41164,1377
203329,1377
47347,1377
14380,1376
206873,1375
10834,1375
43444,1375
60316,1374
20766,1373
6772,1372
36493,1371
49014,1370
12399,1370
54845,1369
9180,1368
43962,1368
209480,1368
206618,1367
263799,1365
23655,1364
60906,1364
47377,1359
5033,1359
29470,1358
24600,1358
212165,1357
40976,1356
7795,1355
38478,1354
15612,1352
6167,1350
396948,1350
207167,1349
49424,1349
202346,1347
262283,1346
216024,1345
20529,1343
49531,1343
49857,1342
10006,1342
201166,1341
199103,1341
204151,1341
12555,1341
8595,1339
44017,1338
21928,1337
151373,1336
23679,1333
41998,1333
210181,1333
24592,1332
376,1332
8726,1332
29580,1330
198333,1330
209824,1330
23969,1330
137693,1329
48011,1328
32866,1328
1659,1328
4804,1325
17451,1325
401479,1325
16578,1323
16629,1322
32564,1322
204094,1321
27553,1320
211804,1319
31221,1319
34879,1317
43588,1314
206476,1313
48260,1312
215346,1312
9925,1312
30158,1311
51691,1310
28831,1309
205157,1309
44158,1309
211408,1309
199366,1307
47297,1306
36473,1302
213314,1302
209171,1302
9931,1302
27956,1301
37671,1300
48951,1300
43770,1300
19624,1300
24703,1299
53767,1296
60969,1296
35316,1295
215761,1293
209478,1293
42876,1292
17497,1290
10912,1288
4809,1287
39104,1287
216188,1286
51050,1286
8879,1285
32329,1285
49770,1285
16342,1284
208770,1284
56478,1283
40663,1282
204770,1281
212027,1281
9316,1280
9583,1279
44477,1278
31476,1277
199542,1277
199484,1277
138457,1275
41098,1274
19515,1274
24173,1273
21056,1272
47351,1272
132779,1272
7122,1272
28725,1270
38244,1270
207983,1270
204035,1270
11115,1270
210558,1268
5408,1268
57788,1266
60840,1266
12179,1266
215117,1265
7604,1264
47952,1263
60491,1263
29449,1261
64199,1260
39405,1258
200740,1257
58820,1256
19901,1254
208255,1254
9066,1253
200339,1253
203446,1252
19031,1252
16667,1251
16262,1250
51059,1249
8778,1249
13909,1249
59642,1248
269816,1247
203732,1247
53363,1245
59019,1244
214677,1242
31239,1242
7151,1242
8729,1241
2571,1240
400810,1240
48685,1239
328266,1239
6503,1237
140155,1234
202252,1234
9100,1234
5518,1234
197133,1233
7024,1233
31333,1233
213823,1233
200002,1232
54548,1232
50810,1231
12599,1231
215365,1230
198362,1228
59438,1227
38345,1226
42371,1226
19071,1225
206293,1225
20596,1225
44239,1224
11921,1223
41591,1223
33588,1222
15383,1222
18001,1220
393965,1218
201341,1218
63031,1216
47684,1215
20783,1213
57148,1210
9892,1210
2586,1210
25106,1209
59816,1207
57717,1207
41354,1207
207616,1207
213220,1206
138643,1205
24086,1204
2857,1204
214941,1203
14299,1202
271682,1202
215391,1201
25182,1201
29765,1199
214169,1198
131341,1198
140687,1197
23201,1196
271239,1196
201579,1195
17660,1195
58029,1195
30295,1195
34165,1195
45353,1193
8423,1192
21886,1191
9085,1191
8677,1190
3816,1190
59701,1188
47232,1187
6876,1187
17766,1187
198978,1186
34602,1185
201146,1184
25376,1184
9430,1184
199968,1182
47325,1182
19578,1182
265919,1181
8586,1181
31521,1180
39759,1179
201838,1178
18024,1178
61251,1178
38527,1177
48305,1176
33941,1175
211860,1175
39029,1175
211769,1174
48579,1174
30873,1171
9930,1171
212663,1170
205886,1169
6407,1169
133322,1169
41993,1169
213877,1168
64267,1168
200590,1167
8723,1165
47376,1165
25751,1165
135920,1165
35332,1164
42845,1163
29081,1162
21500,1161
11990,1160
57656,1160
2280,1158
17381,1158
30791,1158
6717,1157
60955,1157
149391,1157
20723,1156
138246,1154
215311,1153
56044,1153
34541,1152
201086,1152
204253,1151
262199,1150
216383,1148
397060,1148
13913,1148
8607,1147
27283,1146
9500,1145
42772,1145
55334,1144
31638,1142
11666,1141
51202,1141
41378,1140
215039,1140
1403,1140
36472,1140
208378,1140
29492,1139
131678,1139
47263,1139
211849,1138
207990,1138
60140,1138
214225,1138
52023,1134
201670,1133
16024,1133
12668,1133
17638,1133
203292,1132
17488,1131
270014,1129
212087,1129
213520,1128
17971,1127
141518,1126
24631,1126
11014,1126
202660,1126
2607,1125
151407,1124
205192,1123
24845,1122
28890,1122
4609,1122
199860,1121
200964,1121
12923,1120
27223,1119
11520,1119
24218,1118
204028,1117
197328,1117
50292,1117
203437,1117
269984,1115
23498,1114
55707,1113
211373,1113
210006,1112
42699,1111
197279,1111
9762,1109
27364,1109
199883,1108
209767,1108
24955,1108
207592,1107
139018,1107
44141,1107
39702,1106
23031,1106
49419,1106
212336,1104
62134,1104
207375,1104
399073,1100
211301,1100
21034,1100
61921,1099
35612,1098
34767,1098
394094,1097
40338,1097
48571,1096
139358,1095
32298,1094
152586,1094
214349,1093
39242,1091
29314,1090
28907,1090
8737,1090
47543,1089
14131,1088
63838,1088
34660,1087
31747,1086
136165,1086
8175,1086
202524,1085
23246,1085
56140,1085
24192,1085
149161,1085
9312,1084
25999,1083
64249,1083
59414,1081
25148,1081
198452,1080
199610,1080
11814,1079
57395,1079
211220,1078
1930,1077
14868,1076
12252,1074
7794,1074
198651,1074
1002,1074
208277,1073
58940,1072
13041,1072
214305,1072
47794,1072
10587,1071
59187,1071
139006,1071
15966,1071
207481,1071
199391,1069
25052,1069
213887,1069
31772,1069
211251,1069
17501,1069
200845,1068
9328,1068
13727,1066
34927,1066
209041,1066
213438,1065
24547,1065
204274,1064
133481,1063
36002,1062
35132,1062
8496,1061
47894,1061
33811,1060
136787,1060
39845,1059
215238,1058
149621,1058
197651,1058
210767,1056
6810,1056
63969,1055
15935,1055
62222,1053
14789,1052
41635,1051
9036,1050
